Unnamed: 0,DataSet,Subject,Condition,TrialNum,Inducer,Concurrent,Comparison,ResponseSimulated
20127,Simulated,Noise-Shape-Speed-15,Noise Shape Speed,95,Noise,Color RY,Color RY-Noise,1
20128,Simulated,Noise-Shape-Speed-15,Noise Shape Speed,96,Noise,Shape,Noise-Shape,1
20129,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,1,Speed,Amp,Amp-Speed,1
20130,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,2,Amp,Shape,Amp-Shape,1
20131,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,3,Brightness,Noise,Brightness-Noise,1
20132,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,4,Noise,Brightness,Brightness-Noise,1
20133,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,5,Pitch,Speed,Pitch-Speed,1
20134,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,6,Noise,Shape,Noise-Shape,1
20135,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,7,Speed,Brightness,Brightness-Speed,1
20136,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,8,Noise,Pitch,Noise-Pitch,0
20137,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,9,Noise,Pitch,Noise-Pitch,0
20138,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,10,Shape,Pitch,Pitch-Shape,0
20139,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,11,Size,Noise,Noise-Size,0
20140,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,12,Speed,Shape,Shape-Speed,1
20141,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,13,Amp,Noise,Amp-Noise,1
20142,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,14,Noise,Amp,Amp-Noise,1
20143,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,15,Color YB,Noise,Color YB-Noise,1
20144,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,16,Color YB,Shape,Color YB-Shape,1
20145,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,17,Noise,Size,Noise-Size,0
20146,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,18,Affect SC,Speed,Affect SC-Speed,1
20147,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,19,Noise,Color YB,Color YB-Noise,1
20148,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,20,Brightness,Shape,Brightness-Shape,1
20149,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,21,Color YB,Shape,Color YB-Shape,1
20150,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,22,Noise,Affect SC,Affect SC-Noise,1
20151,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,23,Shape,Speed,Shape-Speed,1
20152,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,24,Noise,Size,Noise-Size,0
20153,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,25,Affect SC,Noise,Affect SC-Noise,1
20154,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,26,Speed,Amp,Amp-Speed,1
20155,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,27,Shape,Color YB,Color YB-Shape,1
20156,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,28,Speed,Size,Size-Speed,0
20157,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,29,Noise,Speed,Noise-Speed,1
20158,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,30,Amp,Speed,Amp-Speed,1
20159,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,31,Amp,Speed,Amp-Speed,1
20160,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,32,Shape,Brightness,Brightness-Shape,1
20161,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,33,Pitch,Speed,Pitch-Speed,1
20162,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,34,Shape,Affect SC,Affect SC-Shape,1
20163,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,35,Noise,Color YB,Color YB-Noise,1
20164,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,36,Brightness,Noise,Brightness-Noise,1
20165,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,37,Shape,Noise,Noise-Shape,1
20166,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,38,Amp,Shape,Amp-Shape,1
20167,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,39,Pitch,Shape,Pitch-Shape,0
20168,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,40,Noise,Speed,Noise-Speed,1
20169,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,41,Shape,Amp,Amp-Shape,1
20170,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,42,Speed,Size,Size-Speed,0
20171,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,43,Noise,Brightness,Brightness-Noise,1
20172,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,44,Speed,Noise,Noise-Speed,1
20173,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,45,Shape,Size,Shape-Size,0
20174,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,46,Speed,Shape,Shape-Speed,1
20175,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,47,Shape,Affect SC,Affect SC-Shape,1
20176,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,48,Amp,Noise,Amp-Noise,1
20177,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,49,Shape,Amp,Amp-Shape,1
20178,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,50,Noise,Shape,Noise-Shape,1
20179,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,51,Pitch,Shape,Pitch-Shape,0
20180,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,52,Shape,Noise,Noise-Shape,1
20181,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,53,Speed,Shape,Shape-Speed,1
20182,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,54,Color YB,Speed,Color YB-Speed,1
20183,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,55,Affect SC,Speed,Affect SC-Speed,1
20184,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,56,Noise,Shape,Noise-Shape,1
20185,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,57,Pitch,Noise,Noise-Pitch,0
20186,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,58,Size,Shape,Shape-Size,0
20187,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,59,Speed,Noise,Noise-Speed,1
20188,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,60,Shape,Color YB,Color YB-Shape,1
20189,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,61,Noise,Amp,Amp-Noise,1
20190,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,62,Speed,Noise,Noise-Speed,1
20191,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,63,Shape,Speed,Shape-Speed,1
20192,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,64,Shape,Noise,Noise-Shape,1
20193,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,65,Size,Speed,Size-Speed,0
20194,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,66,Noise,Shape,Noise-Shape,1
20195,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,67,Noise,Affect SC,Affect SC-Noise,1
20196,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,68,Speed,Shape,Shape-Speed,1
20197,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,69,Speed,Pitch,Pitch-Speed,1
20198,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,70,Shape,Size,Shape-Size,0
20199,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,71,Speed,Noise,Noise-Speed,1
20200,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,72,Shape,Pitch,Pitch-Shape,0
20201,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,73,Shape,Speed,Shape-Speed,1
20202,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,74,Speed,Affect SC,Affect SC-Speed,1
20203,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,75,Noise,Speed,Noise-Speed,1
20204,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,76,Affect SC,Noise,Affect SC-Noise,1
20205,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,77,Affect SC,Shape,Affect SC-Shape,1
20206,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,78,Brightness,Speed,Brightness-Speed,1
20207,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,79,Noise,Speed,Noise-Speed,1
20208,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,80,Pitch,Noise,Noise-Pitch,0
20209,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,81,Speed,Brightness,Brightness-Speed,1
20210,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,82,Speed,Pitch,Pitch-Speed,1
20211,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,83,Brightness,Shape,Brightness-Shape,1
20212,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,84,Color YB,Noise,Color YB-Noise,1
20213,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,85,Color YB,Speed,Color YB-Speed,1
20214,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,86,Size,Speed,Size-Speed,0
20215,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,87,Shape,Noise,Noise-Shape,1
20216,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,88,Affect SC,Shape,Affect SC-Shape,1
20217,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,89,Speed,Color YB,Color YB-Speed,1
20218,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,90,Speed,Color YB,Color YB-Speed,1
20219,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,91,Shape,Speed,Shape-Speed,1
20220,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,92,Size,Noise,Noise-Size,0
20221,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,93,Size,Shape,Shape-Size,0
20222,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,94,Brightness,Speed,Brightness-Speed,1
20223,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,95,Speed,Affect SC,Affect SC-Speed,1
20224,Simulated,Noise-Shape-Speed-16,Noise Shape Speed,96,Shape,Brightness,Brightness-Shape,1
20225,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,1,Speed,Size,Size-Speed,0
20226,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,2,Pitch,Shape,Pitch-Shape,0
20227,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,3,Noise,Color RG,Color RG-Noise,1
20228,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,4,Size,Speed,Size-Speed,0
20229,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,5,Affect SC,Noise,Affect SC-Noise,1
20230,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,6,Pitch,Speed,Pitch-Speed,1
20231,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,7,Affect SC,Speed,Affect SC-Speed,1
20232,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,8,Pitch,Speed,Pitch-Speed,1
20233,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,9,Speed,Affect SC,Affect SC-Speed,1
20234,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,10,Speed,Color RG,Color RG-Speed,1
20235,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,11,Noise,Brightness,Brightness-Noise,1
20236,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,12,Shape,Speed,Shape-Speed,1
20237,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,13,Amp,Shape,Amp-Shape,1
20238,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,14,Noise,Speed,Noise-Speed,1
20239,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,15,Shape,Size,Shape-Size,0
20240,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,16,Shape,Size,Shape-Size,0
20241,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,17,Color RG,Noise,Color RG-Noise,1
20242,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,18,Pitch,Shape,Pitch-Shape,0
20243,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,19,Shape,Noise,Noise-Shape,1
20244,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,20,Noise,Pitch,Noise-Pitch,0
20245,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,21,Noise,Speed,Noise-Speed,1
20246,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,22,Speed,Noise,Noise-Speed,1
20247,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,23,Affect SC,Speed,Affect SC-Speed,1
20248,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,24,Noise,Shape,Noise-Shape,1
20249,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,25,Size,Shape,Shape-Size,0
20250,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,26,Affect SC,Shape,Affect SC-Shape,1
20251,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,27,Noise,Size,Noise-Size,0
20252,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,28,Speed,Shape,Shape-Speed,1
20253,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,29,Noise,Amp,Amp-Noise,1
20254,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,30,Speed,Brightness,Brightness-Speed,1
20255,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,31,Speed,Shape,Shape-Speed,1
20256,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,32,Noise,Shape,Noise-Shape,1
20257,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,33,Shape,Brightness,Brightness-Shape,1
20258,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,34,Brightness,Shape,Brightness-Shape,1
20259,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,35,Noise,Affect SC,Affect SC-Noise,1
20260,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,36,Speed,Noise,Noise-Speed,1
20261,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,37,Shape,Speed,Shape-Speed,1
20262,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,38,Noise,Color RG,Color RG-Noise,1
20263,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,39,Size,Noise,Noise-Size,0
20264,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,40,Speed,Affect SC,Affect SC-Speed,1
20265,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,41,Color RG,Shape,Color RG-Shape,1
20266,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,42,Noise,Speed,Noise-Speed,1
20267,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,43,Amp,Speed,Amp-Speed,1
20268,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,44,Speed,Shape,Shape-Speed,1
20269,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,45,Speed,Shape,Shape-Speed,1
20270,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,46,Amp,Noise,Amp-Noise,1
20271,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,47,Color RG,Noise,Color RG-Noise,1
20272,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,48,Shape,Brightness,Brightness-Shape,1
20273,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,49,Shape,Noise,Noise-Shape,1
20274,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,50,Shape,Speed,Shape-Speed,1
20275,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,51,Pitch,Noise,Noise-Pitch,0
20276,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,52,Noise,Pitch,Noise-Pitch,0
20277,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,53,Color RG,Speed,Color RG-Speed,1
20278,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,54,Speed,Amp,Amp-Speed,1
20279,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,55,Noise,Shape,Noise-Shape,1
20280,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,56,Noise,Amp,Amp-Noise,1
20281,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,57,Brightness,Speed,Brightness-Speed,1
20282,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,58,Shape,Amp,Amp-Shape,1
20283,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,59,Brightness,Speed,Brightness-Speed,1
20284,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,60,Affect SC,Noise,Affect SC-Noise,1
20285,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,61,Brightness,Shape,Brightness-Shape,1
20286,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,62,Shape,Pitch,Pitch-Shape,0
20287,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,63,Speed,Pitch,Pitch-Speed,1
20288,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,64,Shape,Color RG,Color RG-Shape,1
20289,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,65,Shape,Noise,Noise-Shape,1
20290,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,66,Amp,Speed,Amp-Speed,1
20291,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,67,Noise,Speed,Noise-Speed,1
20292,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,68,Noise,Affect SC,Affect SC-Noise,1
20293,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,69,Shape,Speed,Shape-Speed,1
20294,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,70,Brightness,Noise,Brightness-Noise,1
20295,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,71,Speed,Noise,Noise-Speed,1
20296,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,72,Color RG,Speed,Color RG-Speed,1
20297,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,73,Amp,Shape,Amp-Shape,1
20298,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,74,Speed,Size,Size-Speed,0
20299,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,75,Brightness,Noise,Brightness-Noise,1
20300,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,76,Amp,Noise,Amp-Noise,1
20301,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,77,Shape,Amp,Amp-Shape,1
20302,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,78,Size,Speed,Size-Speed,0
20303,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,79,Noise,Brightness,Brightness-Noise,1
20304,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,80,Color RG,Shape,Color RG-Shape,1
20305,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,81,Speed,Noise,Noise-Speed,1
20306,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,82,Speed,Amp,Amp-Speed,1
20307,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,83,Affect SC,Shape,Affect SC-Shape,1
20308,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,84,Shape,Affect SC,Affect SC-Shape,1
20309,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,85,Size,Noise,Noise-Size,0
20310,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,86,Shape,Color RG,Color RG-Shape,1
20311,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,87,Speed,Color RG,Color RG-Speed,1
20312,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,88,Noise,Shape,Noise-Shape,1
20313,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,89,Speed,Pitch,Pitch-Speed,1
20314,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,90,Pitch,Noise,Noise-Pitch,0
20315,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,91,Size,Shape,Shape-Size,0
20316,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,92,Shape,Noise,Noise-Shape,1
20317,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,93,Noise,Size,Noise-Size,0
20318,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,94,Shape,Pitch,Pitch-Shape,0
20319,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,95,Shape,Affect SC,Affect SC-Shape,1
20320,Simulated,Noise-Shape-Speed-17,Noise Shape Speed,96,Speed,Brightness,Brightness-Speed,1
20321,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,1,Shape,Noise,Noise-Shape,1
20322,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,2,Shape,Affect SC,Affect SC-Shape,1
20323,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,3,Speed,Size,Size-Speed,0
20324,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,4,Brightness,Speed,Brightness-Speed,1
20325,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,5,Noise,Shape,Noise-Shape,1
20326,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,6,Pitch,Noise,Noise-Pitch,0
20327,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,7,Affect SC,Speed,Affect SC-Speed,1
20328,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,8,Color RG,Speed,Color RG-Speed,1
20329,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,9,Shape,Brightness,Brightness-Shape,1
20330,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,10,Amp,Speed,Amp-Speed,1
20331,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,11,Color RG,Shape,Color RG-Shape,1
20332,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,12,Size,Speed,Size-Speed,0
20333,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,13,Speed,Color RG,Color RG-Speed,1
20334,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,14,Shape,Size,Shape-Size,0
20335,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,15,Speed,Shape,Shape-Speed,1
20336,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,16,Noise,Shape,Noise-Shape,1
20337,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,17,Shape,Pitch,Pitch-Shape,0
20338,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,18,Speed,Shape,Shape-Speed,1
20339,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,19,Affect SC,Shape,Affect SC-Shape,1
20340,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,20,Affect SC,Noise,Affect SC-Noise,1
20341,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,21,Speed,Affect SC,Affect SC-Speed,1
20342,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,22,Noise,Color RG,Color RG-Noise,1
20343,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,23,Noise,Shape,Noise-Shape,1
20344,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,24,Color RG,Speed,Color RG-Speed,1
20345,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,25,Shape,Amp,Amp-Shape,1
20346,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,26,Noise,Pitch,Noise-Pitch,0
20347,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,27,Speed,Noise,Noise-Speed,1
20348,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,28,Speed,Amp,Amp-Speed,1
20349,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,29,Noise,Size,Noise-Size,0
20350,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,30,Pitch,Shape,Pitch-Shape,0
20351,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,31,Shape,Amp,Amp-Shape,1
20352,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,32,Noise,Affect SC,Affect SC-Noise,1
20353,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,33,Amp,Shape,Amp-Shape,1
20354,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,34,Noise,Speed,Noise-Speed,1
20355,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,35,Pitch,Shape,Pitch-Shape,0
20356,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,36,Speed,Noise,Noise-Speed,1
20357,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,37,Amp,Noise,Amp-Noise,1
20358,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,38,Shape,Size,Shape-Size,0
20359,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,39,Shape,Color RG,Color RG-Shape,1
20360,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,40,Size,Shape,Shape-Size,0
20361,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,41,Amp,Speed,Amp-Speed,1
20362,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,42,Brightness,Shape,Brightness-Shape,1
20363,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,43,Speed,Pitch,Pitch-Speed,1
20364,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,44,Noise,Speed,Noise-Speed,1
20365,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,45,Affect SC,Shape,Affect SC-Shape,1
20366,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,46,Shape,Speed,Shape-Speed,1
20367,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,47,Shape,Noise,Noise-Shape,1
20368,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,48,Color RG,Noise,Color RG-Noise,1
20369,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,49,Amp,Shape,Amp-Shape,1
20370,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,50,Noise,Amp,Amp-Noise,1
20371,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,51,Brightness,Shape,Brightness-Shape,1
20372,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,52,Affect SC,Speed,Affect SC-Speed,1
20373,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,53,Color RG,Shape,Color RG-Shape,1
20374,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,54,Pitch,Speed,Pitch-Speed,1
20375,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,55,Shape,Affect SC,Affect SC-Shape,1
20376,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,56,Noise,Pitch,Noise-Pitch,0
20377,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,57,Brightness,Noise,Brightness-Noise,1
20378,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,58,Speed,Noise,Noise-Speed,1
20379,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,59,Noise,Brightness,Brightness-Noise,1
20380,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,60,Size,Noise,Noise-Size,0
20381,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,61,Shape,Pitch,Pitch-Shape,0
20382,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,62,Affect SC,Noise,Affect SC-Noise,1
20383,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,63,Noise,Shape,Noise-Shape,1
20384,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,64,Noise,Speed,Noise-Speed,1
20385,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,65,Speed,Brightness,Brightness-Speed,1
20386,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,66,Speed,Amp,Amp-Speed,1
20387,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,67,Speed,Shape,Shape-Speed,1
20388,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,68,Pitch,Speed,Pitch-Speed,1
20389,Simulated,Noise-Shape-Speed-18,Noise Shape Speed,69,Amp,Noise,Amp-Noise,1
